time,app,node,postgres,installer,titoli
17:44:27.065,1,2,9,0,"Aggiornamento Tako | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:27.499,1,2,9,0,"Aggiornamento Tako | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:27.925,1,2,9,0,"Aggiornamento Tako | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:28.385,1,2,9,0,"Aggiornamento Tako | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:28.819,1,2,9,0,"Aggiornamento Tako | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:29.250,1,2,9,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:29.685,1,2,10,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:30.104,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:30.542,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:30.974,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:31.413,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:31.857,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:32.286,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:32.713,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:33.147,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:33.569,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:33.997,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:34.429,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:34.866,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:35.304,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:35.726,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:36.162,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:36.605,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:37.026,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:37.458,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:37.898,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:38.319,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:38.739,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:39.166,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:39.586,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:40.008,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:40.433,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:40.870,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:41.285,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:41.711,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:42.130,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:42.550,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:42.982,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:43.413,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:43.835,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:44.267,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:44.696,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:45.115,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:45.539,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:45.960,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:46.383,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:46.803,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:47.224,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:47.662,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:48.084,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:48.507,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:48.930,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:49.355,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:49.790,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:50.260,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:50.692,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:51.120,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:51.555,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:51.980,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:52.412,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:52.843,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:53.274,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:53.695,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:54.124,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:54.552,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:54.975,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:55.396,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:55.817,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:56.243,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:56.663,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:57.085,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:57.514,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:57.944,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:58.366,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:58.794,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:59.225,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:44:59.665,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:00.086,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:00.508,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:00.929,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:01.351,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:01.771,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:02.204,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:02.631,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:03.056,1,2,15,0,"Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:03.482,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:03.916,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:04.336,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:04.775,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:05.193,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:05.616,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:06.039,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:06.474,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:06.978,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:07.410,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:07.835,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:08.256,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:08.677,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:09.115,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:09.539,1,2,15,0,"Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:09.965,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:10.399,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:10.816,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:11.232,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | Amministratore: ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:11.663,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:12.091,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:12.521,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:12.936,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:13.370,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:13.800,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:14.228,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:14.644,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:15.060,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:15.490,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:15.907,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:16.336,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:16.768,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:17.197,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:17.624,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:18.054,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:18.467,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:18.895,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:19.308,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:19.724,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:20.146,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:20.576,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:21.002,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:21.427,1,2,15,0,"com.tako.dashboard-siw | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:21.854,0,2,15,1,"Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:22.268,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:22.689,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:23.108,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:23.536,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:23.976,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:24.402,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:24.830,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:25.271,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:25.701,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:26.109,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:26.530,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:26.966,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:27.388,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:27.802,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:28.228,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:28.646,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:29.061,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:29.478,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:29.909,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:30.343,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:30.770,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:31.197,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:31.604,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:32.031,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:32.453,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:32.878,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:33.305,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:33.719,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:34.140,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:34.544,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:34.974,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:35.395,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:35.821,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:36.235,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:36.651,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:37.068,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:37.497,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:37.924,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:38.340,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:38.761,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:39.167,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:39.574,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:39.995,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:40.423,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:40.848,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:41.264,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:41.689,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:42.112,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:42.537,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:42.956,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:43.390,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:43.814,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:44.228,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:44.654,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:45.074,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:45.493,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:45.903,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:46.321,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:46.731,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:47.159,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:47.587,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:48.010,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:48.432,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:48.848,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:49.251,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:49.682,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:50.098,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:50.510,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:50.925,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:51.342,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:51.766,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:52.196,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:52.622,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:53.060,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:53.488,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:53.919,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
17:45:54.356,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:54.769,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠂ Controllare stato progetto Tako e continuare sviluppo"
17:45:55.183,0,2,15,1,"Tako Setup  | Esperienza input di Windows | ⠐ Controllare stato progetto Tako e continuare sviluppo"
